# power spectrum of phi
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.434481e-02   4.046901e-11   4.310655e-05   1.337487e-12   966
  3.447503e-02   4.460983e-11   3.055568e-05   1.710884e-12   936
  3.461182e-02   4.550013e-11   3.779574e-05   1.576553e-12   1248
  3.475188e-02   4.132767e-11   2.664431e-05   1.457220e-12   1044
  3.488237e-02   3.722751e-11   4.127290e-05   1.138109e-12   1392
  3.498573e-02   3.812874e-11   3.178845e-05   1.726374e-12   600
  3.513357e-02   3.759119e-11   3.611502e-05   1.034271e-12   1416
  3.527220e-02   3.757890e-11   3.887342e-05   1.181032e-12   1152
  3.541267e-02   3.666123e-11   3.729294e-05   1.364323e-12   936
  3.552582e-02   3.442790e-11   3.999851e-05   1.197986e-12   870
  3.566028e-02   3.795761e-11   3.353715e-05   1.286080e-12   1368
  3.580949e-02   3.789081e-11   4.409260e-05   1.120804e-12   1632
  3.593700e-02   4.048885e-11   1.914254e-05   1.682018e-12   816
  3.607503e-02   3.642165e-11   4.367187e-05   1.246763e-12   1200
  3.619546e-02   3.605543e-11   4.175546e-05   1.249458e-12   1184
  3.631779e-02   3.372943e-11   3.168966e-05   1.212404e-12   984
  3.646789e-02   3.369716e-11   3.868983e-05   1.018242e-12   1572
  3.660397e-02   3.859470e-11   2.130716e-05   1.496394e-12   840
  3.673077e-02   3.320918e-11   4.955064e-05   9.719818e-13   1392
  3.686466e-02   3.552421e-11   3.638005e-05   1.316190e-12   1158
  3.698417e-02   3.712030e-11   3.312685e-05   1.133269e-12   1272
  3.712806e-02   3.501927e-11   3.375923e-05   1.104654e-12   1320
  3.726321e-02   3.365670e-11   3.303302e-05   1.123039e-12   1104
  3.739181e-02   3.296626e-11   3.738876e-05   9.836689e-13   1392
  3.752678e-02   3.277528e-11   4.043971e-05   1.109329e-12   1296
  3.766578e-02   3.121527e-11   4.222573e-05   9.564955e-13   1392
  3.779622e-02   3.082509e-11   3.097595e-05   1.129603e-12   1104
  3.791690e-02   3.257261e-11   3.901717e-05   1.006998e-12   1320
  3.808878e-02   3.140070e-11   2.979684e-05   9.849440e-13   1422
  3.819858e-02   3.614018e-11   3.711029e-05   1.301982e-12   1212
  3.832470e-02   3.121595e-11   4.055152e-05   1.053883e-12   1280
  3.845427e-02   3.050381e-11   4.222518e-05   1.004431e-12   1272
  3.857844e-02   2.994899e-11   3.654171e-05   8.741357e-13   1680
  3.872563e-02   2.643120e-11   3.452513e-05   9.103103e-13   1152
  3.886113e-02   2.924837e-11   3.998131e-05   1.000247e-12   1512
  3.900358e-02   2.750431e-11   1.687995e-05   9.708584e-13   912
  3.911619e-02   2.456668e-11   4.255090e-05   6.931864e-13   1680
  3.926595e-02   2.937694e-11   3.769509e-05   8.968801e-13   1518
  3.937695e-02   2.897041e-11   3.489849e-05   1.023988e-12   1056
