# power spectrum of chi
# redshift z=30.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.048165e-01   3.693213e-23   0.000000e+00   2.796577e-24   144
  3.054482e-01   3.532586e-23   0.000000e+00   2.452569e-24   132
  3.063360e-01   3.629556e-23   3.093292e-04   2.250894e-24   176
  3.076248e-01   3.650231e-23   3.123602e-04   2.058658e-24   312
  3.092116e-01   3.050635e-23   0.000000e+00   2.641899e-24   96
  3.098343e-01   3.444928e-23   0.000000e+00   2.347482e-24   144
  3.107899e-01   2.992964e-23   3.092271e-04   1.526010e-24   312
  3.123131e-01   3.446224e-23   0.000000e+00   3.808852e-24   48
  3.129297e-01   2.973337e-23   3.973643e-09   2.189415e-24   192
  3.141593e-01   4.087898e-23   0.000000e+00   5.975077e-24   6
  3.149762e-01   2.384517e-23   2.884066e-04   1.608102e-24   288
  3.162994e-01   2.717272e-23   3.047203e-04   2.270660e-24   192
  3.172124e-01   2.703681e-23   7.064254e-09   1.906028e-24   216
  3.178195e-01   3.231160e-23   0.000000e+00   4.307609e-24   72
  3.193321e-01   2.647943e-23   3.018264e-04   1.702588e-24   192
  3.203366e-01   2.692041e-23   2.241224e-04   1.518546e-24   288
  3.214381e-01   2.443796e-23   0.000000e+00   2.623057e-24   24
  3.222890e-01   2.508060e-23   2.952626e-04   1.264514e-24   456
  3.238280e-01   3.955272e-23   0.000000e+00   6.456418e-24   48
  3.247789e-01   2.430768e-23   2.908218e-04   1.606735e-24   240
  3.258718e-01   2.419826e-23   2.939082e-04   1.881559e-24   216
  3.267908e-01   2.970885e-23   0.000000e+00   4.607418e-24   72
  3.273801e-01   2.384571e-23   1.015467e-08   1.632305e-24   168
  3.290441e-01   2.283422e-23   2.184577e-04   1.322578e-24   288
  3.299773e-01   2.285854e-23   2.890570e-04   1.919509e-24   168
  3.314762e-01   1.866731e-23   0.000000e+00   1.283553e-24   192
  3.320572e-01   1.933810e-23   3.746387e-09   1.509372e-24   144
  3.332162e-01   2.523437e-23   0.000000e+00   2.502142e-24   36
  3.341991e-01   1.788145e-23   2.639705e-04   9.146520e-25   342
  3.351389e-01   2.288921e-23   2.710657e-04   1.611034e-24   144
  3.363470e-01   1.764983e-23   2.842800e-04   1.040508e-24   384
  3.378125e-01   1.895593e-23   7.786718e-09   1.656299e-24   120
  3.385379e-01   2.147112e-23   2.534951e-04   1.442895e-24   264
  3.395201e-01   1.853403e-23   1.256576e-08   1.339926e-24   192
  3.404451e-01   1.792381e-23   2.731894e-04   1.403047e-24   152
  3.412191e-01   1.715843e-23   3.746387e-09   1.274144e-24   144
